@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0, unlabeled}
@inputs At1, At2
@outputs Class
@data
-1.25, -1.47, unlabeled
1.7, -0.554, unlabeled
0.425, 0.0454, unlabeled
-0.941, 0.976, unlabeled
-0.153, 1.97, unlabeled
0.768, -0.966, unlabeled
-1.96, -0.942, unlabeled
1.44, 0.0946, unlabeled
0.435, 0.397, unlabeled
1.03, 1.61, unlabeled
0.276, -0.218, unlabeled
0.32, 0.282, unlabeled
-1.66, 0.835, unlabeled
-1.23, -0.806, unlabeled
2.21, 1.21, unlabeled
-0.62, -0.984, unlabeled
-1.25, -1.1, unlabeled
1.95, 0.902, unlabeled
-1.76, -1.17, unlabeled
1.05, 1.07, unlabeled
0.917, 0.525, unlabeled
0.0966, -1.06, unlabeled
-1.22, 0.177, unlabeled
0.608, -1.18, unlabeled
0.378, -0.56, unlabeled
1.15, 0.634, unlabeled
0.00902, -0.434, unlabeled
0.234, 0.958, unlabeled
1.09, -0.538, unlabeled
0.938, -0.255, unlabeled
-1.77, -0.592, unlabeled
0.544, 1.63, unlabeled
1.13, -0.0116, unlabeled
-1.64, -0.562, unlabeled
-0.878, 0.659, unlabeled
0.185, 0.617, unlabeled
-0.891, -0.617, unlabeled
-0.53, 0.101, unlabeled
0.548, -0.959, unlabeled
1.52, -0.85, unlabeled
0.606, 1.77, unlabeled
1.92, 0.0429, unlabeled
-2.11, -1.45, unlabeled
-1.29, 1.52, unlabeled
0.408, 1.16, unlabeled
-1.27, -0.704, unlabeled
1.4, 0.541, unlabeled
1.21, -0.132, unlabeled
0.0107, 0.0258, unlabeled
0.0301, -0.894, unlabeled
1.15, 0.243, unlabeled
0.803, 0.349, unlabeled
1.22, 1.04, unlabeled
-1.14, 1.08, unlabeled
1.01, 0.446, unlabeled
-0.872, -0.461, unlabeled
-0.817, -1.11, unlabeled
-0.016, -1.26, unlabeled
0.0179, -0.7, unlabeled
-0.135, 0.0707, unlabeled
0.96, -0.9, unlabeled
0.854, 1.15, unlabeled
-1.69, -0.0461, unlabeled
-0.439, -0.961, unlabeled
0.0182, 1.68, unlabeled
-0.734, 0.881, unlabeled
0.16, -0.616, unlabeled
-1.03, -0.357, unlabeled
-1.26, -1.01, unlabeled
-0.113, -0.197, unlabeled
-1.17, -0.95, unlabeled
-0.757, 0.298, unlabeled
1.01, -0.743, unlabeled
-1.67, 0.672, unlabeled
-0.93, 0.758, unlabeled
-0.306, 2.28, unlabeled
0.452, -0.204, unlabeled
-0.566, -0.563, unlabeled
-0.819, 1.26, unlabeled
-1.45, -0.701, unlabeled
-0.329, -0.955, unlabeled
1.23, -0.785, unlabeled
0.105, 0.103, unlabeled
-1.89, -1.7, unlabeled
1.84, 1.18, unlabeled
-0.914, 0.317, unlabeled
-0.847, -0.871, unlabeled
1.29, -0.499, unlabeled
0.524, -0.231, unlabeled
-1.1, 0.135, unlabeled
-0.869, 0.634, unlabeled
0.866, 1.14, unlabeled
1.35, 0.657, unlabeled
-1.47, -0.817, unlabeled
-0.33, 0.0829, unlabeled
-1.37, 0.648, unlabeled
0.0292, -1.21, unlabeled
0.319, 1.61, unlabeled
-1.67, -0.266, unlabeled
0.13, -0.469, unlabeled
0.724, 0.706, unlabeled
-0.953, 1.06, unlabeled
0.317, -0.0233, unlabeled
-1.39, -0.322, unlabeled
0.587, 0.0331, unlabeled
0.802, 0.133, unlabeled
-0.581, -1.34, unlabeled
0.911, -0.832, unlabeled
-0.166, 0.165, unlabeled
-0.766, 1.06, unlabeled
-1.33, 1.08, unlabeled
0.867, 0.81, unlabeled
-0.761, -1.44, unlabeled
0.0914, 0.493, unlabeled
-1.24, -0.706, unlabeled
-0.481, 1.09, unlabeled
1.05, 0.472, unlabeled
1.2, 1.54, unlabeled
0.447, 0.92, unlabeled
-0.265, 1.71, unlabeled
2.71, 1.35, unlabeled
0.301, -0.928, unlabeled
-0.405, -1.25, unlabeled
0.915, 1.15, unlabeled
-1.05, -0.382, unlabeled
0.137, -0.247, unlabeled
2.2, 1.14, unlabeled
1.23, -0.146, unlabeled
0.208, -1.21, unlabeled
0.15, 1.3, unlabeled
0.0066, -0.994, unlabeled
-1.29, -0.529, unlabeled
-0.698, -1.26, unlabeled
-0.0275, -0.582, unlabeled
-0.301, 1.69, unlabeled
1.11, -0.476, unlabeled
-0.827, 1.23, unlabeled
0.731, 1.74, unlabeled
-1.42, -0.36, unlabeled
-0.539, 0.292, unlabeled
-0.0272, 1.86, unlabeled
1.08, 0.925, unlabeled
-0.12, -1.22, unlabeled
0.207, 0.65, unlabeled
-0.334, -1.34, unlabeled
-1.63, -1.16, unlabeled
0.439, -1.09, unlabeled
0.258, 0.482, unlabeled
-0.666, -1.1, unlabeled
-1.77, -1.19, unlabeled
0.572, -1.24, unlabeled
-1.84, -0.846, unlabeled
-0.201, 0.287, unlabeled
0.472, 1.37, unlabeled
-1.35, 0.424, unlabeled
0.133, -0.568, unlabeled
-0.226, -1.06, unlabeled
0.832, -1.29, unlabeled
-0.193, -0.288, unlabeled
-0.639, 0.68, unlabeled
0.975, 1.48, unlabeled
-0.634, -1.15, unlabeled
0.269, 0.605, unlabeled
2.32, 1.32, unlabeled
0.822, 0.192, unlabeled
-1.88, -0.454, unlabeled
0.313, 0.189, unlabeled
0.487, -0.13, unlabeled
-0.523, -1.31, unlabeled
-0.372, 1.54, unlabeled
0.021, -0.905, unlabeled
0.682, -0.146, unlabeled
-0.753, 1.1, unlabeled
-0.4, 0.00463, unlabeled
0.897, 0.294, unlabeled
0.307, -0.678, unlabeled
-1.52, -1.23, unlabeled
0.382, 0.175, unlabeled
-1.92, -1.5, unlabeled
-0.707, -1.43, unlabeled
-0.31, -1.27, unlabeled
0.528, -1.04, unlabeled
0.0554, -0.139, unlabeled
0.29, 0.591, unlabeled
-1.16, 1.03, unlabeled
0.973, 0.653, unlabeled
-0.471, -0.919, unlabeled
2.37, 1.14, unlabeled
0.143, 0.337, unlabeled
-1.39, -0.282, unlabeled
0.194, -1.27, unlabeled
1.07, 0.646, unlabeled
-0.0939, 1.68, unlabeled
1.85, -0.558, unlabeled
-0.163, -0.759, unlabeled
-0.38, -1.27, unlabeled
-0.448, 0.91, unlabeled
-0.556, -0.505, unlabeled
-0.269, 1.37, unlabeled
-0.38, -1.34, unlabeled
0.0346, 1.7, unlabeled
1.13, 0.429, unlabeled
2.18, 1.21, unlabeled
-0.258, -1.06, unlabeled
-1.63, 0.728, unlabeled
-1.76, -0.903, unlabeled
0.619, 1.65, unlabeled
1.88, -0.141, unlabeled
-0.324, -1.03, unlabeled
2.17, 0.926, unlabeled
0.42, 1.1, unlabeled
0.685, 1.69, unlabeled
0.773, -0.747, unlabeled
-0.377, -0.617, unlabeled
0.159, 0.586, unlabeled
-0.457, -0.322, unlabeled
-0.678, -0.417, unlabeled
0.36, -0.715, unlabeled
-0.461, 0.343, unlabeled
-0.117, 1.47, unlabeled
0.47, 1.21, unlabeled
-1.13, 0.411, unlabeled
-0.821, -0.855, unlabeled
0.148, 1.26, unlabeled
-1.1, 0.817, unlabeled
0.427, 1.99, unlabeled
-0.362, -1.7, unlabeled
1.47, 0.574, unlabeled
-1.88, -0.979, unlabeled
-0.793, 0.905, unlabeled
-0.198, -0.661, unlabeled
-0.31, -1.38, unlabeled
0.85, -0.829, unlabeled
-0.318, 0.317, unlabeled
-0.315, -1.3, unlabeled
0.295, -1.36, unlabeled
1.06, 0.763, unlabeled
1.22, 0.247, unlabeled
-1.31, -0.354, unlabeled
0.707, 0.0524, unlabeled
0.0128, 1.29, unlabeled
-0.475, -1.02, unlabeled
-0.432, -1.34, unlabeled
0.748, -0.558, unlabeled
0.913, -1.6, unlabeled
1.44, -0.0447, unlabeled
-0.207, -1.37, unlabeled
1.23, -0.0874, unlabeled
0.74, 0.053, unlabeled
0.214, -0.45, unlabeled
-0.252, 0.623, unlabeled
-1.39, -0.943, unlabeled
-0.413, -0.0275, unlabeled
0.916, 0.144, unlabeled
0.0886, -0.844, unlabeled
-0.315, -1.09, unlabeled
-0.613, 0.775, unlabeled
1.61, 0.582, unlabeled
0.318, 0.621, unlabeled
-0.678, 1.6, unlabeled
-0.847, -0.213, unlabeled
-0.584, 0.0937, unlabeled
1.71, 0.0217, unlabeled
-0.872, 0.26, unlabeled
-1.13, 0.654, unlabeled
0.512, -0.49, unlabeled
-2.11, 0.193, unlabeled
-0.67, 1.22, unlabeled
-0.779, 0.676, unlabeled
0.35, 0.889, unlabeled
-1.3, 0.469, unlabeled
1.9, -0.0565, unlabeled
-0.506, -1.2, unlabeled
0.434, 0.295, unlabeled
-1.84, 0.0932, unlabeled
0.396, 1.81, unlabeled
0.83, 1.67, unlabeled
-1.63, -0.363, unlabeled
-0.804, 0.687, unlabeled
-0.499, -1.31, unlabeled
-0.862, 1.53, unlabeled
1.69, -0.724, unlabeled
0.314, 1.54, unlabeled
0.0735, -1.01, unlabeled
0.536, 0.921, unlabeled
-2.13, -0.347, unlabeled
0.073, -0.00169, unlabeled
0.527, 1.18, unlabeled
1.21, 0.354, unlabeled
0.173, -0.428, unlabeled
-1.16, 0.469, unlabeled
-0.638, -0.752, unlabeled
-0.52, 1.2, unlabeled
-0.394, 1.6, unlabeled
-1.02, -0.224, unlabeled
0.661, 1.2, unlabeled
0.469, -0.321, unlabeled
-1.41, -0.214, unlabeled
-0.174, -0.478, unlabeled
0.884, -0.766, unlabeled
-1.95, 0.614, unlabeled
1.38, -0.645, unlabeled
-0.384, -1.08, unlabeled
-1.68, -0.472, unlabeled
-0.274, -0.99, unlabeled
-0.715, 0.0859, unlabeled
-0.309, 1.16, unlabeled
1.24, 1.45, unlabeled
1.64, -0.308, unlabeled
-0.497, -1.29, unlabeled
0.235, 0.772, unlabeled
-0.948, -0.982, unlabeled
-1.17, -0.556, unlabeled
-0.0305, -1.09, unlabeled
-1.4, -0.386, unlabeled
-0.625, 1.65, unlabeled
-2.12, -0.575, unlabeled
-0.625, 1.14, unlabeled
-0.974, 0.511, unlabeled
0.524, 0.283, unlabeled
-0.421, -0.731, unlabeled
0.941, 1.46, unlabeled
-2.13, -1.85, unlabeled
-0.00816, -1.38, unlabeled
1.1, 0.74, unlabeled
1.66, 1.42, unlabeled
-0.259, 0.996, unlabeled
-0.869, 0.625, unlabeled
-0.264, -0.768, unlabeled
-0.0897, -0.115, unlabeled
-0.0692, 1.73, unlabeled
1.46, -0.91, unlabeled
1.27, 0.775, unlabeled
1.11, 0.375, unlabeled
-1.32, 1.12, unlabeled
0.996, -1.7, unlabeled
1.67, -0.978, unlabeled
0.924, 0.701, unlabeled
-0.137, -1.16, unlabeled
0.00453, 1.47, unlabeled
-0.113, 0.626, unlabeled
-1.2, -0.451, unlabeled
0.0436, 0.0126, unlabeled
-0.629, 0.809, unlabeled
-1.67, 1.1, unlabeled
-1.66, 0.75, unlabeled
1.24, 0.31, unlabeled
-1.02, -1.29, unlabeled
1.37, 0.625, unlabeled
-1.36, -0.848, unlabeled
-1.02, 0.619, unlabeled
0.735, 1.63, unlabeled
-0.702, -1.2, unlabeled
0.707, 1.37, unlabeled
-1.01, -0.771, unlabeled
-0.491, -0.429, unlabeled
0.233, -0.275, unlabeled
-1.44, -0.0746, unlabeled
0.497, 1.27, unlabeled
0.843, 0.634, unlabeled
-1.14, 0.693, unlabeled
0.991, 0.594, unlabeled
0.647, 0.317, unlabeled
-0.654, -1.02, unlabeled
0.0439, 2.03, unlabeled
2.14, -0.453, unlabeled
0.38, -1.35, unlabeled
-1.07, 0.0456, unlabeled
2.43, 1.39, unlabeled
-0.995, -0.507, unlabeled
-0.594, -1.21, unlabeled
-1.1, -1.17, unlabeled
-0.147, 1.85, unlabeled
1.02, -0.728, unlabeled
0.6, -0.38, unlabeled
0.312, -1.23, unlabeled
-0.0237, -1.0, unlabeled
0.341, -1.32, unlabeled
0.457, 0.191, unlabeled
-0.381, 1.41, unlabeled
-0.106, -0.933, unlabeled
2.04, -0.462, unlabeled
0.614, -0.157, unlabeled
2.34, 1.64, unlabeled
0.134, -1.18, unlabeled
-1.08, 0.89, unlabeled
1.88, 0.325, unlabeled
0.961, -1.33, unlabeled
0.323, -0.796, unlabeled
1.63, -2.16, unlabeled
-1.94, 0.598, unlabeled
-0.302, -1.22, unlabeled
-0.977, 0.639, unlabeled
-0.755, -1.09, unlabeled
1.13, 0.33, unlabeled
1.2, 0.318, unlabeled
-1.35, -0.57, unlabeled
0.0165, -0.639, unlabeled
-0.44, 1.22, unlabeled
0.235, 1.48, unlabeled
1.26, 0.144, unlabeled
-1.1, 0.145, unlabeled
0.395, 0.0856, unlabeled
-0.239, -0.848, unlabeled
-1.87, -0.555, unlabeled
-0.912, 1.34, unlabeled
-1.19, 0.814, unlabeled
1.15, 1.16, unlabeled
0.423, 1.74, unlabeled
0.809, 0.942, unlabeled
-1.6, -0.541, unlabeled
0.321, 0.393, unlabeled
-0.647, -1.22, unlabeled
-0.959, 1.07, unlabeled
-1.86, -1.3, unlabeled
-1.54, -0.641, unlabeled
-0.145, 1.67, unlabeled
-0.1, -1.05, unlabeled
-1.09, 0.531, unlabeled
2.75, 1.47, unlabeled
-0.0782, -1.1, unlabeled
-0.772, -1.38, unlabeled
-1.78, -0.491, unlabeled
0.784, 1.39, unlabeled
-0.882, -0.608, unlabeled
0.471, 2.03, unlabeled
-0.744, -1.39, unlabeled
0.782, 1.8, unlabeled
-0.28, -1.3, unlabeled
-0.383, -1.04, unlabeled
0.735, 0.932, unlabeled
-0.838, 0.644, unlabeled
0.332, -0.69, unlabeled
-1.46, 1.2, unlabeled
1.78, 1.01, unlabeled
-0.742, 0.36, unlabeled
1.04, 0.0909, unlabeled
-0.513, 1.29, unlabeled
-0.566, 1.19, unlabeled
-0.52, 1.35, unlabeled
0.126, 0.819, unlabeled
-1.3, -1.17, unlabeled
-0.958, 0.536, unlabeled
-0.528, 0.296, unlabeled
0.409, -1.51, unlabeled
0.651, -1.08, unlabeled
-0.137, -1.39, unlabeled
2.03, 1.32, unlabeled
0.923, -1.02, unlabeled
0.282, -0.761, unlabeled
-0.821, -1.44, unlabeled
-1.82, -0.847, unlabeled
-0.687, -0.458, unlabeled
0.429, 1.94, unlabeled
1.24, 0.554, unlabeled
0.637, 1.55, unlabeled
0.139, -1.01, unlabeled
1.19, -1.34, unlabeled
0.827, 0.755, unlabeled
1.14, 0.814, unlabeled
1.39, -0.218, unlabeled
-0.329, -0.858, unlabeled
-0.222, 2.47, unlabeled
0.377, 1.72, unlabeled
0.659, 1.28, unlabeled
1.07, -0.221, unlabeled
-1.87, -1.17, unlabeled
-0.972, -1.06, unlabeled
-1.41, 1.11, unlabeled
-0.685, 0.989, unlabeled
0.939, -0.351, unlabeled
-0.102, -1.31, unlabeled
-0.79, -0.823, unlabeled
0.455, 0.877, unlabeled
0.384, -0.314, unlabeled
-2.77, 0.0962, unlabeled
-1.19, -1.32, unlabeled
0.952, 0.427, unlabeled
-0.786, -1.02, unlabeled
-0.374, -1.08, unlabeled
-0.279, -1.25, unlabeled
-0.396, -1.45, unlabeled
0.922, 0.93, unlabeled
-0.356, -1.16, unlabeled
-0.911, -0.908, unlabeled
-0.0574, -0.208, unlabeled
-0.722, 1.19, unlabeled
0.893, 0.345, unlabeled
0.683, -0.0347, unlabeled
-1.13, 1.01, unlabeled
-1.4, 0.553, unlabeled
1.2, -1.56, unlabeled
-0.278, -1.32, unlabeled
-1.37, -0.205, unlabeled
0.00295, -0.125, unlabeled
-1.17, 1.08, unlabeled
-1.76, -1.33, unlabeled
0.477, 1.83, unlabeled
0.866, -0.917, unlabeled
-0.803, -0.782, unlabeled
-0.148, 1.6, unlabeled
1.0, 1.69, unlabeled
-0.372, -1.11, unlabeled
0.68, 0.739, unlabeled
0.833, -0.593, unlabeled
1.93, 1.34, unlabeled
1.0, 0.254, unlabeled
0.143, -0.786, unlabeled
0.981, 0.532, unlabeled
0.5, 0.762, unlabeled
-0.348, 0.119, unlabeled
0.0413, 0.345, unlabeled
0.0256, 0.228, unlabeled
-0.928, 1.55, unlabeled
-0.446, -1.28, unlabeled
1.32, -1.48, unlabeled
-1.42, -0.0747, unlabeled
-0.451, 0.723, unlabeled
-0.474, -0.911, unlabeled
-0.82, -1.04, unlabeled
1.18, -0.0335, unlabeled
-1.22, 0.831, unlabeled
0.569, 0.481, unlabeled
1.11, -1.1, unlabeled
1.14, 0.212, unlabeled
-0.804, 0.396, unlabeled
-0.124, -0.95, unlabeled
2.16, 1.16, unlabeled
-1.37, -0.904, unlabeled
-1.55, 0.378, unlabeled
0.391, -0.0901, unlabeled
0.105, -1.67, unlabeled
1.46, -0.509, unlabeled
0.118, -1.37, unlabeled
-0.875, 0.591, unlabeled
0.417, 0.348, unlabeled
0.635, 1.67, unlabeled
0.388, -0.0851, unlabeled
-0.834, -1.36, unlabeled
0.929, -0.902, unlabeled
1.59, -0.0963, unlabeled
0.591, -0.427, unlabeled
-0.254, -1.27, unlabeled
-1.68, 0.398, unlabeled
-0.39, -0.209, unlabeled
-0.59, -1.23, unlabeled
0.123, -0.283, unlabeled
1.09, -1.1, unlabeled
-0.851, -1.26, unlabeled
1.5, 0.541, unlabeled
-0.995, -1.39, unlabeled
-0.114, 0.846, unlabeled
-0.852, 1.32, unlabeled
-1.03, 0.681, unlabeled
1.35, 1.1, unlabeled
-0.902, -0.36, unlabeled
-1.19, -0.976, unlabeled
-0.109, -1.25, unlabeled
-1.25, -0.897, unlabeled
1.09, 0.6, unlabeled
0.32, -0.998, unlabeled
-1.57, 0.942, unlabeled
-0.767, -1.2, unlabeled
0.00425, 1.61, unlabeled
0.0194, -1.13, unlabeled
0.0483, 0.866, unlabeled
0.282, -1.43, unlabeled
-2.14, -1.59, unlabeled
2.12, 1.1, unlabeled
0.326, 1.45, unlabeled
-1.34, 0.54, unlabeled
-1.96, -0.442, unlabeled
1.11, -0.106, unlabeled
-1.51, -0.769, unlabeled
0.105, 1.77, unlabeled
0.851, 0.598, unlabeled
0.785, 0.0481, unlabeled
1.29, 0.677, unlabeled
0.211, -1.28, unlabeled
-0.808, -1.5, unlabeled
1.13, 1.51, unlabeled
-0.618, -1.2, unlabeled
-0.278, -0.815, unlabeled
-1.75, -1.63, unlabeled
0.903, -0.339, unlabeled
2.11, 0.942, unlabeled
-0.107, -1.5, unlabeled
1.85, 1.61, unlabeled
-1.59, 0.322, unlabeled
-0.621, -1.12, unlabeled
0.458, -0.157, unlabeled
-1.71, -0.653, unlabeled
-0.972, 0.473, unlabeled
1.54, -0.26, unlabeled
0.221, 0.946, unlabeled
-0.00124, -0.938, unlabeled
0.0963, -1.38, unlabeled
-0.227, -1.19, unlabeled
1.89, 1.1, unlabeled
-1.74, -0.521, unlabeled
1.18, 0.507, unlabeled
-0.945, -0.639, unlabeled
-0.983, 1.1, unlabeled
-0.0208, 1.76, unlabeled
-1.44, -0.358, unlabeled
1.37, -1.52, unlabeled
-1.4, -0.37, unlabeled
-0.388, -1.08, unlabeled
-0.00621, 1.56, unlabeled
0.395, 0.423, unlabeled
0.686, 1.2, unlabeled
0.448, 0.71, unlabeled
1.33, 0.825, unlabeled
1.08, -1.76, unlabeled
0.4, -1.39, unlabeled
-1.43, -1.18, unlabeled
-1.44, -0.43, unlabeled
-1.05, 0.72, unlabeled
-0.311, 0.995, unlabeled
1.08, 0.683, unlabeled
0.183, -1.21, unlabeled
-1.45, -0.0461, unlabeled
1.91, 1.37, unlabeled
-0.236, -1.17, unlabeled
-0.192, 1.66, unlabeled
-1.1, 0.641, unlabeled
-1.88, -1.26, unlabeled
-0.00634, -1.0, unlabeled
-0.995, -0.937, unlabeled
0.303, -1.18, unlabeled
-0.197, 0.544, unlabeled
1.31, -0.238, unlabeled
-1.87, -0.451, unlabeled
-1.39, -0.156, unlabeled
0.408, -0.664, unlabeled
1.19, 0.115, unlabeled
-1.04, -1.08, unlabeled
-1.43, 0.0911, unlabeled
-0.416, -0.941, unlabeled
-1.35, -0.485, unlabeled
1.11, -0.0628, unlabeled
0.486, 1.05, unlabeled
0.22, -0.867, unlabeled
0.275, -0.987, unlabeled
-1.16, -1.01, unlabeled
-1.03, 0.654, unlabeled
-0.0307, 0.678, unlabeled
-0.573, -0.88, unlabeled
-1.47, 0.96, unlabeled
1.3, 0.175, unlabeled
0.551, 0.921, unlabeled
2.45, 1.25, unlabeled
-0.22, -1.38, unlabeled
1.64, -0.605, unlabeled
-1.61, -0.451, unlabeled
-0.377, 0.607, unlabeled
-0.0227, 0.163, unlabeled
-0.0192, -1.03, unlabeled
0.904, 0.195, unlabeled
-0.462, -0.187, unlabeled
-0.724, -1.48, unlabeled
1.5, -0.0608, unlabeled
-0.978, 0.931, unlabeled
-0.888, -1.59, unlabeled
1.49, 0.365, unlabeled
-1.59, -0.68, unlabeled
-0.597, -1.6, unlabeled
-1.55, -0.744, unlabeled
1.27, -0.747, unlabeled
-0.238, -1.49, unlabeled
0.383, -0.987, unlabeled
-0.35, -1.49, unlabeled
0.387, 1.59, unlabeled
-0.935, 0.321, unlabeled
0.854, 0.0949, unlabeled
1.05, 0.409, unlabeled
-1.9, -1.46, unlabeled
-0.335, -1.69, unlabeled
0.34, -1.03, unlabeled
1.75, 0.016, unlabeled
0.327, 0.17, unlabeled
-0.415, 0.256, unlabeled
-0.11, -0.911, unlabeled
1.15, 0.329, unlabeled
-0.66, -0.0708, unlabeled
-1.02, -0.305, unlabeled
-0.606, -0.546, unlabeled
-0.473, 0.085, unlabeled
-1.4, 0.261, unlabeled
0.424, -0.84, unlabeled
0.277, -0.324, unlabeled
-0.838, -1.17, unlabeled
-0.865, 1.6, unlabeled
-1.37, 0.15, unlabeled
-0.219, 0.128, unlabeled
-0.0656, -1.57, unlabeled
-0.228, -1.06, unlabeled
-1.21, 0.488, unlabeled
-0.27, 0.0117, unlabeled
-1.21, -0.733, unlabeled
-0.742, -1.02, unlabeled
-0.431, 1.21, unlabeled
-0.256, -0.115, unlabeled
-0.617, 1.61, unlabeled
-0.11, -1.21, unlabeled
0.44, -0.778, unlabeled
0.832, 1.33, unlabeled
1.2, -0.944, unlabeled
0.71, 1.7, unlabeled
0.941, -0.254, unlabeled
1.18, 0.424, unlabeled
-1.82, -1.78, unlabeled
1.16, 0.703, unlabeled
-0.932, -1.02, unlabeled
-0.734, -1.09, unlabeled
-0.486, -1.62, unlabeled
0.167, 0.87, unlabeled
0.794, 1.01, unlabeled
0.301, 2.01, unlabeled
0.518, 1.7, unlabeled
0.977, -1.01, unlabeled
-0.413, 0.0554, unlabeled
0.747, -1.05, unlabeled
0.836, 0.849, unlabeled
-0.665, 1.23, unlabeled
-1.25, -0.689, unlabeled
0.856, -1.11, unlabeled
0.902, 0.947, unlabeled
-1.39, -0.474, unlabeled
-0.546, 0.442, unlabeled
0.541, 1.41, unlabeled
-0.946, -0.197, unlabeled
1.29, -1.04, unlabeled
-0.218, 2.09, unlabeled
-1.84, -0.958, unlabeled
0.973, 0.457, unlabeled
-0.0454, 1.75, unlabeled
-0.216, -0.353, unlabeled
-1.53, 1.21, unlabeled
1.62, -0.131, unlabeled
-0.134, -1.1, unlabeled
-1.59, -1.0, unlabeled
1.19, -0.319, unlabeled
1.06, 0.629, unlabeled
0.157, -0.934, unlabeled
1.34, 0.274, unlabeled
-1.14, -1.27, unlabeled
-0.68, -1.07, unlabeled
-0.968, 0.348, unlabeled
0.353, 1.58, unlabeled
1.49, -0.00779, unlabeled
-1.57, 0.679, unlabeled
-0.9, 0.858, unlabeled
-0.633, -0.698, unlabeled
-0.966, 0.487, unlabeled
-0.364, -1.4, unlabeled
1.26, -0.553, unlabeled
-0.235, -1.22, unlabeled
-0.843, -1.14, unlabeled
-1.07, -0.456, unlabeled
-1.07, -0.552, unlabeled
-0.869, 1.38, unlabeled
-0.482, -0.485, unlabeled
0.496, 1.52, unlabeled
-0.903, 0.101, unlabeled
-1.35, 1.32, unlabeled
1.74, 0.195, unlabeled
0.201, 0.0024, unlabeled
0.379, 1.37, unlabeled
1.96, 1.31, unlabeled
1.45, 0.273, unlabeled
0.249, -1.46, unlabeled
0.829, 1.56, unlabeled
-1.2, -0.248, unlabeled
1.44, -1.7, unlabeled
0.897, 1.07, unlabeled
-1.63, 0.524, unlabeled
0.163, -1.13, unlabeled
0.673, 2.52, unlabeled
-0.598, -1.35, unlabeled
0.855, -0.265, unlabeled
0.487, 1.33, unlabeled
-0.209, -0.356, unlabeled
-0.397, 1.32, unlabeled
0.0176, 0.0932, unlabeled
-1.65, -0.723, unlabeled
-0.167, 1.07, unlabeled
7.25E-4, -0.0366, unlabeled
-2.19, -1.3, unlabeled
-0.487, -1.13, unlabeled
0.411, 1.47, unlabeled
0.424, 0.0533, unlabeled
0.682, 1.5, unlabeled
-1.21, -1.16, unlabeled
-0.688, 0.709, unlabeled
-0.561, 0.473, unlabeled
-0.461, -1.07, unlabeled
-0.472, -0.0198, unlabeled
0.478, 0.46, unlabeled
1.21, -0.774, unlabeled
0.512, -1.34, unlabeled
-1.04, 1.27, unlabeled
-0.466, 0.145, unlabeled
2.03, 0.984, unlabeled
0.945, 0.239, unlabeled
0.804, 0.6, unlabeled
0.565, 1.56, unlabeled
-1.02, 0.409, unlabeled
-1.02, -0.0308, unlabeled
-1.39, -0.68, unlabeled
0.953, 1.14, unlabeled
1.39, -0.498, unlabeled
0.237, -1.26, unlabeled
1.52, 0.315, unlabeled
1.04, 0.779, unlabeled
-0.411, -1.3, unlabeled
1.45, -1.03, unlabeled
0.359, 1.52, unlabeled
0.00854, 1.31, unlabeled
-1.69, -1.2, unlabeled
-0.0172, -1.03, unlabeled
0.685, 0.546, unlabeled
0.829, -0.305, unlabeled
0.0973, -1.33, unlabeled
0.358, -0.887, unlabeled
0.643, -0.403, unlabeled
1.6, 0.0487, unlabeled
-2.05, -1.93, unlabeled
0.957, -0.572, unlabeled
-0.714, -1.65, unlabeled
0.661, 1.69, unlabeled
-0.222, 0.156, unlabeled
0.638, 1.11, unlabeled
-0.547, -1.31, unlabeled
-0.98, -1.49, unlabeled
0.485, 0.635, unlabeled
-0.381, -0.917, unlabeled
-0.0765, -1.12, unlabeled
-0.211, -0.334, unlabeled
-0.765, -1.13, unlabeled
1.31, 0.151, unlabeled
-0.0531, -1.26, unlabeled
1.29, 1.07, unlabeled
0.627, 0.125, unlabeled
0.371, -1.23, unlabeled
0.0052, 0.24, unlabeled
0.244, 1.84, unlabeled
1.1, 0.604, unlabeled
-0.508, -1.7, unlabeled
-1.32, 0.0399, unlabeled
-0.19, -1.42, unlabeled
-0.651, -0.159, unlabeled
-1.28, 0.559, unlabeled
-0.658, 0.554, unlabeled
1.14, -0.286, unlabeled
0.753, 1.84, unlabeled
0.0558, 1.88, unlabeled
1.47, -0.0839, unlabeled
1.57, -0.389, unlabeled
1.81, -0.218, unlabeled
-0.511, 1.53, unlabeled
-0.66, 1.41, unlabeled
0.102, -1.36, unlabeled
-1.28, 0.213, unlabeled
0.589, 0.714, unlabeled
-1.7, -0.845, unlabeled
0.529, 0.133, unlabeled
-2.19, 0.0991, unlabeled
-1.42, -1.51, unlabeled
1.67, 0.974, unlabeled
1.32, -0.311, unlabeled
0.0399, -1.28, unlabeled
0.734, -0.212, unlabeled
1.21, -0.873, unlabeled
-0.833, -1.23, unlabeled
-0.743, 0.685, unlabeled
1.8, 0.0607, unlabeled
0.905, -0.551, unlabeled
0.0803, -1.15, unlabeled
-1.38, -0.826, unlabeled
-1.82, -0.899, unlabeled
-0.379, -1.6, unlabeled
2.41, 0.946, unlabeled
-0.274, 0.0468, unlabeled
-0.316, -1.36, unlabeled
-0.951, 1.39, unlabeled
1.22, 0.561, unlabeled
0.987, 0.858, unlabeled
0.103, 0.329, unlabeled
